fips,usdm_current_category,usdm_current_score,usdm_pct_d0_plus,usdm_pct_d2_plus,drought_frequency_score,usdm_peak_drought_d3d4_pct,usdm_as_of
01001,D1,39.1,147.7,0.0,,,20260915
01003,D1,32.2,130.6,0.0,,,20260915
01005,D0,20.0,100.0,0.0,,,20260915
01007,D2,69.5,215.8,15.8,,,20260915
01009,None,0.0,0.0,0.0,,,20260915
01011,D0,20.0,100.0,0.0,,,20260915
01013,D1,54.7,183.4,6.8,,,20260915
01015,None,0.0,0.0,0.0,,,20260915
01017,D0,21.0,102.5,0.0,,,20260915
01019,D0,19.4,96.8,0.0,,,20260915
01021,D1,50.8,177.1,0.0,,,20260915
01023,D1,37.4,143.6,0.0,,,20260915
01025,D1,60.0,200.0,0.0,,,20260915
01027,D0,18.6,93.0,0.0,,,20260915
01029,None,0.2,1.0,0.0,,,20260915
01031,D1,55.3,188.4,0.0,,,20260915
01033,D0,19.8,99.2,0.0,,,20260915
01035,D2,67.6,212.6,12.6,,,20260915
01037,D0,20.0,100.0,0.0,,,20260915
01039,D1,57.2,188.2,9.9,,,20260915
01041,D1,38.7,146.7,0.0,,,20260915
01043,None,0.0,0.0,0.0,,,20260915
01045,D1,30.0,125.1,0.0,,,20260915
01047,D2,52.2,172.1,16.6,,,20260915
01049,D0,18.1,90.7,0.0,,,20260915
01051,D0,20.0,100.0,0.0,,,20260915
01053,D1,58.9,197.3,0.0,,,20260915
01055,None,1.0,5.0,0.0,,,20260915
01057,D1,48.9,172.2,0.0,,,20260915
01059,D0,18.7,93.5,0.0,,,20260915
01061,D1,38.0,144.9,0.0,,,20260915
01063,D2,77.3,227.1,32.3,,,20260915
01065,D2,119.7,299.5,99.5,,,20260915
01067,D0,20.0,100.0,0.0,,,20260915
01069,D0,22.6,106.6,0.0,,,20260915
01071,D0,19.6,98.1,0.0,,,20260915
01073,D0,14.6,66.5,0.0,,,20260915
01075,D1,38.4,146.1,0.0,,,20260915
01077,D0,20.0,100.0,0.0,,,20260915
01079,None,1.5,7.7,0.0,,,20260915
01081,D0,20.0,100.0,0.0,,,20260915
01083,D0,13.9,69.4,0.0,,,20260915
01085,D0,20.7,101.8,0.0,,,20260915
01087,D0,20.0,100.0,0.0,,,20260915
01089,D0,12.3,61.6,0.0,,,20260915
01091,D1,64.8,207.5,8.9,,,20260915
01093,D0,23.4,108.6,0.0,,,20260915
01095,None,0.7,3.7,0.0,,,20260915
01097,D1,42.9,157.2,0.0,,,20260915
01099,D1,60.0,200.0,0.0,,,20260915
01101,D0,20.0,100.0,0.0,,,20260915
01103,None,0.0,0.0,0.0,,,20260915
01105,D2,106.5,277.5,77.5,,,20260915
01107,D1,47.2,168.1,0.0,,,20260915
01109,D0,20.5,101.3,0.0,,,20260915
01111,D1,18.0,79.2,0.0,,,20260915
01113,D0,20.0,100.0,0.0,,,20260915
01115,D0,3.0,14.8,0.0,,,20260915
01117,D1,29.0,122.6,0.0,,,20260915
01119,D1,25.1,112.4,0.4,,,20260915
01121,D0,15.7,78.5,0.0,,,20260915
01123,D0,20.0,100.0,0.0,,,20260915
01125,D1,58.4,194.3,3.2,,,20260915
01127,D0,7.7,38.3,0.0,,,20260915
01129,D1,60.0,200.0,0.0,,,20260915
01131,D2,82.5,237.5,37.8,,,20260915
01133,D0,3.7,18.5,0.0,,,20260915
02013,None,0.0,0.0,0.0,,,20260915
02016,None,0.0,0.0,0.0,,,20260915
02020,None,0.0,0.0,0.0,,,20260915
02050,None,0.0,0.0,0.0,,,20260915
02060,None,0.0,0.0,0.0,,,20260915
02063,None,0.0,0.0,0.0,,,20260915
02066,D0,7.8,38.8,0.0,,,20260915
02068,None,0.0,0.0,0.0,,,20260915
02070,None,0.0,0.0,0.0,,,20260915
02090,None,0.0,0.0,0.0,,,20260915
02100,D0,20.0,100.0,0.0,,,20260915
02105,D0,20.0,100.0,0.0,,,20260915
02110,D0,20.0,100.0,0.0,,,20260915
02122,None,0.0,0.0,0.0,,,20260915
02130,D0,21.3,103.2,0.0,,,20260915
02150,None,0.0,0.0,0.0,,,20260915
02158,None,0.0,0.0,0.0,,,20260915
02164,None,0.0,0.0,0.0,,,20260915
02170,None,0.0,0.0,0.0,,,20260915
02180,None,0.0,0.0,0.0,,,20260915
02185,None,0.0,0.0,0.0,,,20260915
02188,None,0.0,0.0,0.0,,,20260915
02195,D0,20.0,100.0,0.0,,,20260915
02198,D1,46.6,166.6,0.0,,,20260915
02220,D0,20.0,100.0,0.0,,,20260915
02230,D0,20.0,100.0,0.0,,,20260915
02240,D0,7.0,34.9,0.0,,,20260915
02275,D0,23.0,107.5,0.0,,,20260915
02282,D0,6.4,31.9,0.0,,,20260915
02290,None,0.0,0.0,0.0,,,20260915
04001,D2,100.2,266.9,66.9,,,20260915
04003,D0,3.3,16.4,0.0,,,20260915
04005,D2,74.7,215.0,43.6,,,20260915
04007,D2,66.8,207.8,18.5,,,20260915
04009,D2,56.4,177.9,23.6,,,20260915
04011,D2,98.0,261.9,66.2,,,20260915
04012,D1,60.2,200.3,0.3,,,20260915
04013,D3,125.8,302.8,102.8,,,20260915
04015,D2,76.1,225.7,29.2,,,20260915
04017,D2,82.2,233.0,45.1,,,20260915
04019,D2,65.5,186.3,39.6,,,20260915
04021,D2,74.5,220.0,29.3,,,20260915
04023,D0,2.2,11.2,0.0,,,20260915
04025,D1,41.1,148.1,9.5,,,20260915
04027,D1,60.4,200.7,0.7,,,20260915
05001,D2,120.0,300.0,100.0,,,20260915
05003,D3,127.8,303.2,103.2,,,20260915
05005,D0,22.6,106.4,0.0,,,20260915
05007,D4,242.9,442.7,242.7,,,20260915
05009,D1,32.8,131.0,1.9,,,20260915
05011,D3,158.0,347.6,147.6,,,20260915
05013,D2,118.9,298.1,98.1,,,20260915
05015,D2,104.7,274.6,74.5,,,20260915
05017,D4,181.4,368.9,168.9,,,20260915
05019,D2,113.1,288.5,88.5,,,20260915
05021,D2,116.1,293.5,93.5,,,20260915
05023,D1,52.8,181.5,1.0,,,20260915
05025,D3,130.8,313.5,113.5,,,20260915
05027,D3,139.3,324.1,124.1,,,20260915
05029,D3,104.8,257.7,78.3,,,20260915
05031,D2,91.6,251.6,51.9,,,20260915
05033,D3,200.0,400.0,200.0,,,20260915
05035,D1,58.3,195.7,0.0,,,20260915
05037,D1,52.1,180.3,0.0,,,20260915
05039,D2,119.9,299.8,99.8,,,20260915
05041,D4,207.5,401.1,201.1,,,20260915
05043,D4,195.7,390.6,190.7,,,20260915
05045,D3,139.0,314.8,117.5,,,20260915
05047,D3,194.4,393.0,193.0,,,20260915
05049,D4,156.3,335.3,136.3,,,20260915
05051,D2,115.9,293.1,93.1,,,20260915
05053,D2,104.3,273.8,73.8,,,20260915
05055,D3,153.2,340.6,140.6,,,20260915
05057,D2,86.7,244.4,44.5,,,20260915
05059,D2,89.9,249.8,49.8,,,20260915
05061,D3,101.1,261.7,62.8,,,20260915
05063,D3,169.0,360.9,160.9,,,20260915
05065,D3,121.6,291.6,91.8,,,20260915
05067,D3,109.5,276.4,76.4,,,20260915
05069,D2,125.9,307.3,107.3,,,20260915
05071,D3,121.6,289.3,99.4,,,20260915
05073,D2,98.4,264.1,64.1,,,20260915
05075,D3,158.6,348.3,148.3,,,20260915
05077,D1,49.9,174.7,0.0,,,20260915
05079,D2,120.6,300.7,100.7,,,20260915
05081,D2,83.5,236.4,44.6,,,20260915
05083,D3,198.1,397.6,197.6,,,20260915
05085,D3,184.8,381.0,181.0,,,20260915
05087,D3,128.1,303.4,103.4,,,20260915
05089,D0,20.0,100.0,0.0,,,20260915
05091,D1,52.9,182.4,0.0,,,20260915
05093,D1,62.8,204.2,5.5,,,20260915
05095,D2,109.4,282.4,82.4,,,20260915
05097,D2,120.0,300.0,100.0,,,20260915
05099,D2,92.8,254.7,54.6,,,20260915
05101,D1,33.5,133.6,0.0,,,20260915
05103,D2,81.6,235.5,35.5,,,20260915
05105,D3,143.4,329.2,129.2,,,20260915
05107,D2,99.0,265.0,65.0,,,20260915
05109,D2,64.4,197.1,27.7,,,20260915
05111,D1,57.1,191.7,1.8,,,20260915
05113,D2,122.2,302.7,102.7,,,20260915
05115,D2,77.0,213.0,52.0,,,20260915
05117,D2,120.3,300.4,100.3,,,20260915
05119,D3,138.1,322.6,122.6,,,20260915
05121,D2,120.0,300.0,100.0,,,20260915
05123,D0,22.5,106.3,0.0,,,20260915
05125,D2,107.6,279.4,79.4,,,20260915
05127,D3,131.4,314.3,114.3,,,20260915
05129,D0,20.0,100.0,0.0,,,20260915
05131,D3,200.0,400.0,200.0,,,20260915
05133,D2,103.9,273.2,73.2,,,20260915
05135,D3,185.2,381.0,181.0,,,20260915
05137,D1,39.4,146.8,3.5,,,20260915
05139,D3,149.7,333.9,133.9,,,20260915
05141,D0,20.0,100.1,0.0,,,20260915
05143,D3,198.1,397.5,197.5,,,20260915
05145,D2,112.8,287.7,87.7,,,20260915
05147,D2,64.5,201.1,20.4,,,20260915
05149,D3,135.3,319.1,119.1,,,20260915
06001,None,0.0,0.0,0.0,,,20260915
06003,D0,20.0,100.0,0.0,,,20260915
06005,D0,20.0,100.0,0.0,,,20260915
06007,D0,20.0,100.0,0.0,,,20260915
06009,D0,20.0,100.0,0.0,,,20260915
06011,D0,20.0,100.0,0.0,,,20260915
06013,None,0.0,0.0,0.0,,,20260915
06015,D1,60.0,200.0,0.0,,,20260915
06017,D0,21.3,103.2,0.0,,,20260915
06019,D0,9.0,44.8,0.0,,,20260915
06021,D0,20.0,100.0,0.0,,,20260915
06023,D1,54.0,185.0,0.0,,,20260915
06025,D1,41.4,152.4,0.0,,,20260915
06027,D1,36.5,141.2,0.0,,,20260915
06029,D0,6.9,34.3,0.0,,,20260915
06031,None,0.0,0.0,0.0,,,20260915
06033,D0,16.7,83.3,0.0,,,20260915
06035,D1,43.4,158.5,0.0,,,20260915
06037,None,0.0,0.0,0.0,,,20260915
06039,D0,13.7,68.4,0.0,,,20260915
06041,None,0.0,0.0,0.0,,,20260915
06043,D0,20.0,100.0,0.0,,,20260915
06045,D0,19.1,89.7,0.0,,,20260915
06047,None,1.9,9.3,0.0,,,20260915
06049,D1,60.0,200.0,0.0,,,20260915
06051,D0,20.0,100.0,0.0,,,20260915
06053,None,0.0,0.0,0.0,,,20260915
06055,None,1.9,9.3,0.0,,,20260915
06057,D1,24.2,110.4,0.0,,,20260915
06059,None,0.0,0.0,0.0,,,20260915
06061,D1,24.3,110.9,0.0,,,20260915
06063,D0,21.9,104.7,0.0,,,20260915
06065,D1,32.6,114.6,0.0,,,20260915
06067,D0,10.7,53.4,0.0,,,20260915
06069,None,0.0,0.0,0.0,,,20260915
06071,D1,26.9,99.4,0.0,,,20260915
06073,D0,8.2,40.9,0.0,,,20260915
06075,None,0.0,0.0,0.0,,,20260915
06077,None,0.8,4.0,0.0,,,20260915
06079,None,0.0,0.0,0.0,,,20260915
06081,None,0.0,0.0,0.0,,,20260915
06083,None,0.0,0.0,0.0,,,20260915
06085,None,0.0,0.0,0.0,,,20260915
06087,None,0.0,0.0,0.0,,,20260915
06089,D0,20.5,101.4,0.0,,,20260915
06091,D1,28.8,122.1,0.0,,,20260915
06093,D1,56.7,191.3,1.1,,,20260915
06095,None,1.1,5.4,0.0,,,20260915
06097,None,0.0,0.0,0.0,,,20260915
06099,D0,3.7,18.3,0.0,,,20260915
06101,D0,20.0,100.0,0.0,,,20260915
06103,D0,20.0,100.0,0.0,,,20260915
06105,D0,23.8,109.4,0.0,,,20260915
06107,D0,14.6,72.8,0.0,,,20260915
06109,D0,20.0,100.0,0.0,,,20260915
06111,None,0.0,0.0,0.0,,,20260915
06113,D0,17.6,88.2,0.0,,,20260915
06115,D0,20.0,100.0,0.0,,,20260915
08001,D3,98.9,222.9,86.7,,,20260915
08003,D4,300.0,500.0,300.0,,,20260915
08005,D3,82.0,182.6,75.1,,,20260915
08007,D2,120.0,300.1,100.1,,,20260915
08009,D3,133.2,307.3,107.3,,,20260915
08011,D2,72.4,220.3,20.3,,,20260915
08013,D3,187.9,384.8,184.8,,,20260915
08014,D3,200.0,400.0,200.0,,,20260915
08015,D4,277.9,477.9,277.9,,,20260915
08017,D1,54.8,182.7,5.0,,,20260915
08019,D3,135.3,319.1,119.1,,,20260915
08021,D4,235.0,433.8,233.8,,,20260915
08023,D4,270.7,470.7,270.7,,,20260915
08025,D2,118.9,296.4,96.4,,,20260915
08027,D3,200.0,400.0,200.0,,,20260915
08029,D3,147.2,334.0,134.1,,,20260915
08031,D3,160.7,350.9,150.9,,,20260915
08033,D2,105.6,275.3,75.3,,,20260915
08035,D3,160.8,351.0,151.0,,,20260915
08037,D4,300.0,500.0,300.0,,,20260915
08039,D2,48.3,147.4,22.4,,,20260915
08041,D4,160.9,345.8,145.8,,,20260915
08043,D3,189.5,386.9,186.9,,,20260915
08045,D4,231.9,431.3,231.3,,,20260915
08047,D3,151.1,338.9,138.9,,,20260915
08049,D4,249.2,448.1,248.1,,,20260915
08051,D4,242.4,442.1,242.1,,,20260915
08053,D4,212.0,408.1,208.1,,,20260915
08055,D4,224.5,424.0,224.0,,,20260915
08057,D3,115.4,288.6,88.6,,,20260915
08059,D3,155.5,344.4,144.4,,,20260915
08061,D3,123.1,297.9,97.9,,,20260915
08063,D1,19.5,73.3,0.0,,,20260915
08065,D4,300.0,500.0,300.0,,,20260915
08067,D3,139.9,324.4,124.4,,,20260915
08069,D3,159.3,349.1,149.1,,,20260915
08071,D3,121.1,290.0,90.0,,,20260915
08073,D2,63.4,170.1,42.6,,,20260915
08075,D1,22.7,99.2,0.9,,,20260915
08077,D3,189.7,386.4,186.3,,,20260915
08079,D4,200.1,394.0,194.0,,,20260915
08081,D3,135.4,319.2,119.2,,,20260915
08083,D3,172.6,365.8,165.8,,,20260915
08085,D2,117.1,294.5,94.5,,,20260915
08087,D1,39.3,140.3,0.0,,,20260915
08089,D2,74.7,223.7,23.7,,,20260915
08091,D2,117.4,295.6,95.6,,,20260915
08093,D4,213.3,408.2,208.2,,,20260915
08095,D1,46.8,167.0,0.0,,,20260915
08097,D4,298.8,498.8,298.8,,,20260915
08099,D2,73.1,221.8,21.9,,,20260915
08101,D3,115.3,283.6,83.5,,,20260915
08103,D3,188.3,383.0,183.0,,,20260915
08105,D4,238.7,437.7,237.7,,,20260915
08107,D4,224.5,422.5,222.5,,,20260915
08109,D4,267.4,467.4,267.4,,,20260915
08111,D2,94.2,257.0,57.0,,,20260915
08113,D2,83.8,239.7,39.7,,,20260915
08115,D1,60.6,197.1,8.7,,,20260915
08117,D4,287.9,487.9,287.9,,,20260915
08119,D3,130.9,313.6,113.6,,,20260915
08121,None,0.5,2.4,0.0,,,20260915
08123,D3,104.0,263.8,72.4,,,20260915
08125,D0,20.5,93.0,0.0,,,20260915
09110,D0,6.6,33.0,0.0,,,20260915
09120,None,0.0,0.0,0.0,,,20260915
09130,None,0.0,0.0,0.0,,,20260915
09140,None,0.0,0.0,0.0,,,20260915
09150,None,0.0,0.0,0.0,,,20260915
09160,D0,13.0,64.8,0.0,,,20260915
09170,None,0.0,0.0,0.0,,,20260915
09180,None,0.0,0.0,0.0,,,20260915
09190,None,0.0,0.0,0.0,,,20260915
10001,D1,55.3,188.2,0.0,,,20260915
10003,D0,6.3,31.7,0.0,,,20260915
10005,D1,37.1,136.9,0.0,,,20260915
11001,D0,20.0,100.0,0.0,,,20260915
12001,D2,70.9,217.5,18.4,,,20260915
12003,D1,34.1,135.3,0.0,,,20260915
12005,D0,9.5,47.3,0.0,,,20260915
12007,D2,74.0,223.4,23.4,,,20260915
12009,D0,10.3,51.5,0.0,,,20260915
12011,D2,68.7,214.6,14.6,,,20260915
12013,None,0.8,3.8,0.0,,,20260915
12015,D2,48.1,163.3,13.9,,,20260915
12017,D0,20.0,100.0,0.0,,,20260915
12019,D2,66.4,210.7,10.7,,,20260915
12021,D1,50.9,176.3,1.7,,,20260915
12023,D3,70.8,203.3,33.3,,,20260915
12027,D2,82.5,234.3,34.3,,,20260915
12029,D0,20.0,100.0,0.0,,,20260915
12031,D0,23.8,109.4,0.0,,,20260915
12033,D1,34.9,137.2,0.0,,,20260915
12035,D1,35.2,138.1,0.0,,,20260915
12037,None,0.0,0.0,0.0,,,20260915
12039,D0,12.3,61.4,0.0,,,20260915
12041,D2,70.2,206.5,29.2,,,20260915
12043,D2,63.8,194.3,30.6,,,20260915
12045,None,0.0,0.0,0.0,,,20260915
12047,D1,30.4,125.9,0.0,,,20260915
12049,D3,134.5,316.0,116.0,,,20260915
12051,D1,54.5,182.2,8.3,,,20260915
12053,D1,33.9,134.9,0.0,,,20260915
12055,D2,96.3,258.1,58.1,,,20260915
12057,D3,117.3,288.4,88.4,,,20260915
12059,D0,20.0,100.0,0.0,,,20260915
12061,D0,18.3,83.7,0.0,,,20260915
12063,D0,19.0,94.8,0.0,,,20260915
12065,D1,37.6,144.1,0.0,,,20260915
12067,D1,45.8,164.4,0.0,,,20260915
12069,D1,56.5,191.2,0.0,,,20260915
12071,D1,37.7,139.9,8.9,,,20260915
12073,D1,41.8,153.2,0.0,,,20260915
12075,D0,21.1,102.8,0.0,,,20260915
12077,None,0.0,0.0,0.0,,,20260915
12079,D1,32.2,130.4,0.0,,,20260915
12081,D3,145.7,325.7,125.7,,,20260915
12083,D2,49.8,169.2,10.7,,,20260915
12085,D2,57.1,179.9,23.2,,,20260915
12086,D2,93.2,255.4,55.4,,,20260915
12087,D2,78.0,230.0,30.0,,,20260915
12089,D0,20.0,100.0,0.0,,,20260915
12091,D0,20.0,100.0,0.0,,,20260915
12093,D2,69.8,216.4,16.4,,,20260915
12095,D1,36.7,133.4,0.0,,,20260915
12097,D1,35.5,138.8,0.0,,,20260915
12099,D2,74.0,222.9,24.0,,,20260915
12101,D1,54.8,185.7,2.5,,,20260915
12103,D3,131.2,313.9,113.9,,,20260915
12105,D2,74.8,224.7,24.7,,,20260915
12107,D2,79.8,233.0,33.0,,,20260915
12109,D1,34.5,136.3,0.0,,,20260915
12111,D1,29.7,105.9,0.0,,,20260915
12113,D1,33.8,134.4,0.0,,,20260915
12115,D2,92.6,253.6,53.6,,,20260915
12117,D0,6.6,28.5,0.0,,,20260915
12119,D1,27.5,118.8,0.0,,,20260915
12121,D1,63.0,203.8,6.1,,,20260915
12123,D1,43.0,157.4,0.0,,,20260915
12125,D1,64.8,207.9,7.9,,,20260915
12127,D1,12.8,48.8,0.0,,,20260915
12129,D0,18.0,82.1,0.0,,,20260915
12131,D0,20.0,100.0,0.0,,,20260915
12133,D0,20.0,99.8,0.0,,,20260915
13001,D1,48.7,171.9,0.0,,,20260915
13003,D0,22.9,107.3,0.0,,,20260915
13005,D1,55.0,187.4,0.0,,,20260915
13007,D1,33.3,133.3,0.0,,,20260915
13009,D1,54.1,185.3,0.0,,,20260915
13011,D0,20.0,100.0,0.0,,,20260915
13013,D0,20.0,100.0,0.0,,,20260915
13015,D0,20.0,100.0,0.0,,,20260915
13017,D0,20.0,100.0,0.0,,,20260915
13019,D1,29.1,122.2,0.0,,,20260915
13021,D1,49.3,173.3,0.0,,,20260915
13023,D0,20.0,100.0,0.0,,,20260915
13025,D1,47.3,168.3,0.0,,,20260915
13027,D1,49.8,174.4,0.0,,,20260915
13029,D0,24.0,110.0,0.0,,,20260915
13031,D1,23.6,101.6,0.0,,,20260915
13033,D0,19.4,96.8,0.0,,,20260915
13035,D1,53.7,184.3,0.0,,,20260915
13037,D0,20.0,100.0,0.0,,,20260915
13039,D0,20.0,100.1,0.0,,,20260915
13043,None,0.0,0.0,0.0,,,20260915
13045,D0,21.0,97.7,0.0,,,20260915
13047,D0,20.0,100.0,0.0,,,20260915
13049,D0,20.0,100.0,0.0,,,20260915
13051,D1,29.7,124.2,0.0,,,20260915
13053,D0,15.5,77.7,0.0,,,20260915
13055,D0,20.0,100.0,0.0,,,20260915
13057,D1,36.3,140.8,0.0,,,20260915
13059,D2,64.8,200.9,22.3,,,20260915
13061,D0,20.0,100.0,0.0,,,20260915
13063,D1,30.7,126.7,0.0,,,20260915
13065,D0,21.6,103.9,0.0,,,20260915
13067,D0,20.0,100.0,0.0,,,20260915
13069,D0,23.8,109.5,0.0,,,20260915
13071,D1,24.6,107.6,0.0,,,20260915
13073,D1,28.8,122.1,0.0,,,20260915
13075,D1,41.3,150.3,0.0,,,20260915
13077,D1,52.2,180.5,0.0,,,20260915
13079,D1,39.8,149.5,0.0,,,20260915
13081,D0,20.0,100.0,0.0,,,20260915
13083,D0,20.0,100.0,0.0,,,20260915
13085,D1,47.0,167.6,0.0,,,20260915
13087,D1,34.5,136.1,0.0,,,20260915
13089,D0,20.0,100.0,0.0,,,20260915
13091,D0,19.9,99.3,0.0,,,20260915
13093,D0,20.0,100.0,0.0,,,20260915
13095,D0,20.0,100.0,0.0,,,20260915
13097,D0,20.0,100.0,0.0,,,20260915
13099,D0,20.0,100.0,0.0,,,20260915
13101,D0,20.0,100.0,0.0,,,20260915
13103,D1,59.9,199.7,0.0,,,20260915
13105,D2,108.1,280.1,80.1,,,20260915
13107,None,0.0,0.1,0.0,,,20260915
13109,D0,20.5,92.9,0.0,,,20260915
13111,D0,20.0,100.0,0.0,,,20260915
13113,D1,49.3,173.2,0.0,,,20260915
13115,D0,20.0,100.0,0.0,,,20260915
13117,D0,22.7,106.7,0.0,,,20260915
13119,D2,37.7,139.2,10.1,,,20260915
13121,D0,20.0,100.0,0.0,,,20260915
13123,D0,20.0,100.0,0.0,,,20260915
13125,D0,20.0,100.0,0.0,,,20260915
13127,D0,20.1,100.4,0.0,,,20260915
13129,D0,20.0,100.0,0.0,,,20260915
13131,D1,47.1,167.8,0.0,,,20260915
13133,D1,32.1,130.3,0.1,,,20260915
13135,D0,20.0,100.0,0.0,,,20260915
13137,D1,27.1,117.8,0.0,,,20260915
13139,D1,34.3,135.7,0.0,,,20260915
13141,D1,26.8,117.0,0.0,,,20260915
13143,D0,13.0,64.8,0.0,,,20260915
13145,D0,15.4,77.2,0.0,,,20260915
13147,D2,119.2,298.6,98.6,,,20260915
13149,D2,81.6,235.0,38.1,,,20260915
13151,D1,34.5,136.2,0.0,,,20260915
13153,D0,20.0,100.0,0.0,,,20260915
13155,D0,18.9,94.4,0.0,,,20260915
13157,D0,20.6,101.6,0.0,,,20260915
13159,D1,60.0,199.9,0.0,,,20260915
13161,D0,18.8,94.2,0.0,,,20260915
13163,D1,23.4,105.4,0.0,,,20260915
13165,D0,18.8,94.1,0.0,,,20260915
13167,D0,16.9,84.4,0.0,,,20260915
13169,D1,37.4,143.6,0.0,,,20260915
13171,D1,60.0,200.0,0.0,,,20260915
13173,D1,53.6,184.0,0.0,,,20260915
13175,D0,15.1,75.7,0.0,,,20260915
13177,D0,20.0,100.0,0.0,,,20260915
13179,D1,28.9,122.2,0.0,,,20260915
13181,D1,59.4,198.6,0.0,,,20260915
13183,D1,53.0,182.6,0.0,,,20260915
13185,D1,31.7,129.2,0.0,,,20260915
13187,D1,25.2,113.0,0.0,,,20260915
13189,D1,36.9,142.2,0.0,,,20260915
13191,D0,20.0,100.0,0.0,,,20260915
13193,D0,20.0,100.0,0.0,,,20260915
13195,D2,87.6,242.6,53.0,,,20260915
13197,D0,8.1,40.5,0.0,,,20260915
13199,D1,49.2,173.0,0.0,,,20260915
13201,D1,28.1,120.2,0.0,,,20260915
13205,D1,52.2,180.4,0.0,,,20260915
13207,D1,60.0,200.0,0.0,,,20260915
13209,None,0.0,0.0,0.0,,,20260915
13211,D1,59.8,195.3,8.1,,,20260915
13213,D0,20.0,100.0,0.0,,,20260915
13215,D0,6.9,34.5,0.0,,,20260915
13217,D1,28.4,120.9,0.0,,,20260915
13219,D2,67.0,196.8,41.3,,,20260915
13221,D2,98.4,264.1,64.1,,,20260915
13223,D0,20.0,100.0,0.0,,,20260915
13225,D0,20.0,100.0,0.0,,,20260915
13227,D1,33.1,132.7,0.0,,,20260915
13229,D1,60.0,199.9,0.0,,,20260915
13231,D1,60.0,200.0,0.0,,,20260915
13233,D0,19.4,97.1,0.0,,,20260915
13235,D0,20.0,100.0,0.0,,,20260915
13237,D1,46.0,165.0,0.0,,,20260915
13239,D0,20.0,100.0,0.0,,,20260915
13241,D1,52.7,181.7,0.0,,,20260915
13243,D0,20.0,100.0,0.0,,,20260915
13245,D0,20.0,100.0,0.0,,,20260915
13247,D0,20.0,100.0,0.0,,,20260915
13249,D0,14.7,73.4,0.0,,,20260915
13251,D1,41.4,153.5,0.0,,,20260915
13253,D0,20.0,100.0,0.0,,,20260915
13255,D1,60.0,200.0,0.0,,,20260915
13257,D0,20.0,100.0,0.0,,,20260915
13259,D0,20.0,100.0,0.0,,,20260915
13261,D0,20.0,100.0,0.0,,,20260915
13263,D0,14.0,70.0,0.0,,,20260915
13265,D1,48.1,170.3,0.0,,,20260915
13267,D1,45.9,160.2,0.0,,,20260915
13269,D0,16.5,82.4,0.0,,,20260915
13271,D0,18.6,93.0,0.0,,,20260915
13273,D0,20.0,100.0,0.0,,,20260915
13275,D1,46.1,165.3,0.0,,,20260915
13277,None,0.3,1.4,0.0,,,20260915
13279,D0,12.2,56.6,0.0,,,20260915
13281,D0,21.1,102.7,0.0,,,20260915
13283,None,0.0,0.0,0.0,,,20260915
13285,D1,50.0,174.9,0.0,,,20260915
13287,D0,19.0,94.9,0.0,,,20260915
13289,D0,20.0,100.0,0.0,,,20260915
13291,D0,20.0,100.0,0.0,,,20260915
13293,D1,44.5,161.2,0.0,,,20260915
13295,D0,20.0,100.0,0.0,,,20260915
13297,D0,21.1,102.9,0.0,,,20260915
13299,D1,40.7,151.8,0.0,,,20260915
13301,D0,22.1,105.3,0.0,,,20260915
13303,D1,43.2,158.1,0.0,,,20260915
13305,D1,46.9,167.3,0.0,,,20260915
13307,D0,20.0,100.0,0.0,,,20260915
13309,None,0.2,1.1,0.0,,,20260915
13311,D1,28.3,120.8,0.0,,,20260915
13313,D0,20.0,100.0,0.0,,,20260915
13315,D0,20.0,100.0,0.0,,,20260915
13317,D2,70.1,216.9,16.9,,,20260915
13319,D0,22.9,107.3,0.0,,,20260915
13321,D0,16.7,83.6,0.0,,,20260915
15001,D0,4.1,20.7,0.0,,,20260915
15003,None,0.0,0.0,0.0,,,20260915
15005,None,0.0,0.0,0.0,,,20260915
15007,None,0.0,0.0,0.0,,,20260915
15009,None,0.0,0.0,0.0,,,20260915
16001,D2,56.1,183.0,14.7,,,20260915
16003,D2,73.3,220.3,26.1,,,20260915
16005,D3,190.3,387.8,187.8,,,20260915
16007,D2,103.8,273.0,73.0,,,20260915
16009,D3,136.5,320.6,120.6,,,20260915
16011,D3,200.0,400.0,200.0,,,20260915
16013,D3,108.6,272.0,72.0,,,20260915
16015,D1,27.3,116.5,0.0,,,20260915
16017,D2,101.3,268.9,68.9,,,20260915
16019,D3,197.1,396.4,196.3,,,20260915
16021,D2,86.6,244.3,44.3,,,20260915
16023,D3,145.2,327.3,127.3,,,20260915
16025,D3,123.8,293.6,93.6,,,20260915
16027,D1,24.5,111.3,0.0,,,20260915
16029,D3,179.2,374.0,174.0,,,20260915
16031,D4,256.6,456.6,256.6,,,20260915
16033,D2,86.9,244.6,44.6,,,20260915
16035,D2,55.1,175.5,24.5,,,20260915
16037,D1,33.2,125.3,1.1,,,20260915
16039,D3,114.7,279.4,81.3,,,20260915
16041,D2,117.5,293.6,93.6,,,20260915
16043,D3,128.4,302.0,102.0,,,20260915
16045,D0,20.9,102.2,0.0,,,20260915
16047,D3,200.0,400.0,200.0,,,20260915
16049,D1,23.3,95.1,1.3,,,20260915
16051,D3,195.5,394.4,194.4,,,20260915
16053,D3,200.0,400.0,200.0,,,20260915
16055,D3,146.8,333.5,133.5,,,20260915
16057,D2,120.0,300.0,100.0,,,20260915
