fips,usdm_current_category,usdm_current_score,usdm_pct_d0_plus,usdm_pct_d2_plus,drought_frequency_score,usdm_peak_drought_d3d4_pct,usdm_as_of
51550,None,0.6,3.1,0.0,,,20260915
51570,None,0.0,0.0,0.0,,,20260915
51580,D0,20.0,100.0,0.0,,,20260915
51590,D3,200.0,400.0,200.0,,,20260915
51595,D2,120.0,300.0,100.0,,,20260915
51600,D0,20.0,100.0,0.0,,,20260915
51610,D0,20.0,100.0,0.0,,,20260915
51620,D1,54.9,187.3,0.0,,,20260915
51630,None,0.0,0.0,0.0,,,20260915
51640,D0,20.0,100.0,0.0,,,20260915
51650,D0,20.0,100.0,0.0,,,20260915
51660,D1,60.0,200.0,0.0,,,20260915
51670,None,0.0,0.0,0.0,,,20260915
51678,D1,60.0,200.0,0.0,,,20260915
51680,D2,120.0,300.0,100.0,,,20260915
51683,D0,20.0,100.0,0.0,,,20260915
51685,D0,20.0,100.0,0.0,,,20260915
51690,D2,68.6,214.3,14.3,,,20260915
51700,D0,20.0,100.0,0.0,,,20260915
51710,D0,19.9,99.3,0.0,,,20260915
51720,None,0.0,0.0,0.0,,,20260915
51730,None,0.0,0.0,0.0,,,20260915
51735,D0,20.0,100.0,0.0,,,20260915
51740,D0,13.7,68.4,0.0,,,20260915
51750,D0,20.0,100.0,0.0,,,20260915
51760,None,0.0,0.0,0.0,,,20260915
51770,D1,60.0,200.0,0.0,,,20260915
51775,D1,60.0,200.0,0.0,,,20260915
51790,D1,60.0,200.0,0.0,,,20260915
51800,D0,12.9,64.5,0.0,,,20260915
51810,D0,4.4,22.1,0.0,,,20260915
51820,D1,60.0,200.0,0.0,,,20260915
51830,D0,20.0,100.0,0.0,,,20260915
51840,D1,60.0,200.0,0.0,,,20260915
53001,D2,70.9,218.2,18.2,,,20260915
53003,D2,120.0,300.0,100.0,,,20260915
53005,D1,41.5,153.6,0.0,,,20260915
53007,D2,69.0,215.0,15.0,,,20260915
53009,D1,59.0,197.6,0.0,,,20260915
53011,D0,20.0,100.0,0.0,,,20260915
53013,D2,92.6,254.4,54.4,,,20260915
53015,D0,19.6,98.1,0.0,,,20260915
53017,D1,60.0,200.0,0.0,,,20260915
53019,D2,77.5,229.2,29.2,,,20260915
53021,D1,60.2,200.3,0.3,,,20260915
53023,D2,101.5,269.2,69.2,,,20260915
53025,D1,60.0,200.0,0.0,,,20260915
53027,D0,5.5,27.2,0.0,,,20260915
53029,D0,20.0,100.0,0.0,,,20260915
53031,D1,41.2,152.9,0.0,,,20260915
53033,D1,37.5,143.9,0.0,,,20260915
53035,D1,51.5,178.8,0.0,,,20260915
53037,D1,60.0,200.0,0.0,,,20260915
53039,D0,20.0,100.0,0.0,,,20260915
53041,D0,14.5,70.4,0.0,,,20260915
53043,D2,83.8,239.7,39.7,,,20260915
53045,D1,22.7,92.1,0.0,,,20260915
53047,D3,144.4,327.3,127.3,,,20260915
53049,None,0.0,0.0,0.0,,,20260915
53051,D2,114.4,290.7,90.7,,,20260915
53053,D0,22.5,105.9,0.0,,,20260915
53055,D0,20.0,100.0,0.0,,,20260915
53057,D2,76.3,216.9,47.7,,,20260915
53059,D0,20.0,100.0,0.0,,,20260915
53061,D1,43.6,157.5,3.0,,,20260915
53063,D3,164.0,355.0,155.0,,,20260915
53065,D2,70.0,216.7,16.7,,,20260915
53067,None,2.0,9.8,0.0,,,20260915
53069,None,1.5,7.3,0.0,,,20260915
53071,D2,98.9,264.8,64.8,,,20260915
53073,D2,89.4,242.5,61.9,,,20260915
53075,D2,109.8,283.1,83.1,,,20260915
53077,D1,49.5,173.7,0.0,,,20260915
54001,None,0.0,0.0,0.0,,,20260915
54003,D0,23.3,108.2,0.0,,,20260915
54005,None,0.0,0.0,0.0,,,20260915
54007,None,0.0,0.0,0.0,,,20260915
54009,None,0.0,0.0,0.0,,,20260915
54011,None,0.0,0.0,0.0,,,20260915
54013,None,0.0,0.0,0.0,,,20260915
54015,None,0.0,0.0,0.0,,,20260915
54017,None,0.0,0.0,0.0,,,20260915
54019,None,0.0,0.0,0.0,,,20260915
54021,None,0.0,0.0,0.0,,,20260915
54023,None,0.0,0.0,0.0,,,20260915
54025,None,0.3,1.4,0.0,,,20260915
54027,D0,12.8,62.0,0.0,,,20260915
54029,None,0.0,0.0,0.0,,,20260915
54031,D0,9.1,41.7,0.0,,,20260915
54033,None,0.0,0.0,0.0,,,20260915
54035,None,0.0,0.0,0.0,,,20260915
54037,D1,58.1,195.3,0.0,,,20260915
54039,None,0.0,0.0,0.0,,,20260915
54041,None,0.0,0.0,0.0,,,20260915
54043,None,0.0,0.0,0.0,,,20260915
54045,None,0.0,0.0,0.0,,,20260915
54047,None,0.0,0.0,0.0,,,20260915
54049,None,0.0,0.0,0.0,,,20260915
54051,None,0.0,0.0,0.0,,,20260915
54053,None,0.0,0.0,0.0,,,20260915
54055,None,0.0,0.0,0.0,,,20260915
54057,None,0.0,0.0,0.0,,,20260915
54059,None,0.0,0.0,0.0,,,20260915
54061,None,0.0,0.0,0.0,,,20260915
54063,D0,2.1,10.5,0.0,,,20260915
54065,D0,20.0,100.0,0.0,,,20260915
54067,None,0.0,0.0,0.0,,,20260915
54069,None,0.0,0.0,0.0,,,20260915
54071,D0,4.6,23.1,0.0,,,20260915
54073,None,0.0,0.0,0.0,,,20260915
54075,None,0.2,1.1,0.0,,,20260915
54077,None,0.0,0.0,0.0,,,20260915
54079,None,0.0,0.0,0.0,,,20260915
54081,None,0.0,0.0,0.0,,,20260915
54083,None,0.0,0.0,0.0,,,20260915
54085,None,0.0,0.0,0.0,,,20260915
54087,None,0.0,0.0,0.0,,,20260915
54089,None,0.0,0.0,0.0,,,20260915
54091,None,0.0,0.0,0.0,,,20260915
54093,None,0.0,0.0,0.0,,,20260915
54095,None,0.0,0.0,0.0,,,20260915
54097,None,0.0,0.0,0.0,,,20260915
54099,None,0.0,0.0,0.0,,,20260915
54101,None,0.0,0.0,0.0,,,20260915
54103,None,0.0,0.0,0.0,,,20260915
54105,None,0.0,0.0,0.0,,,20260915
54107,None,0.0,0.0,0.0,,,20260915
54109,None,0.0,0.0,0.0,,,20260915
55001,D1,37.4,143.6,0.0,,,20260915
55003,D3,198.0,397.2,197.2,,,20260915
55005,D2,120.0,300.0,100.0,,,20260915
55007,D3,200.0,400.0,200.0,,,20260915
55009,D0,22.3,105.7,0.0,,,20260915
55011,D2,63.0,200.1,14.7,,,20260915
55013,D3,169.4,361.7,161.7,,,20260915
55015,D0,2.6,12.8,0.0,,,20260915
55017,D2,120.0,300.0,100.0,,,20260915
55019,D2,118.0,296.8,96.8,,,20260915
55021,D0,20.0,100.0,0.0,,,20260915
55023,None,0.9,4.4,0.0,,,20260915
55025,D0,20.0,100.0,0.0,,,20260915
55027,D0,11.3,56.4,0.0,,,20260915
55029,D2,63.0,193.0,24.3,,,20260915
55031,D3,200.0,400.0,200.0,,,20260915
55033,D2,120.0,300.0,100.0,,,20260915
55035,D2,117.7,296.1,96.1,,,20260915
55037,D2,120.0,300.0,100.0,,,20260915
55039,None,0.1,0.4,0.0,,,20260915
55041,D2,115.2,289.5,89.5,,,20260915
55043,D0,10.9,54.6,0.0,,,20260915
55045,D0,20.7,101.7,0.0,,,20260915
55047,D0,9.2,46.0,0.0,,,20260915
55049,D0,17.8,89.0,0.0,,,20260915
55051,D3,199.9,399.9,199.9,,,20260915
55053,D2,80.8,231.8,40.6,,,20260915
55055,D0,18.7,93.3,0.0,,,20260915
55057,D1,31.6,128.9,0.0,,,20260915
55059,None,0.0,0.0,0.0,,,20260915
55061,D1,26.3,115.8,0.0,,,20260915
55063,D0,16.0,80.2,0.0,,,20260915
55065,D0,22.1,105.2,0.0,,,20260915
55067,D2,75.3,222.1,32.5,,,20260915
55069,D2,120.0,300.0,100.0,,,20260915
55071,D1,24.9,95.2,0.0,,,20260915
55073,D2,82.9,232.0,50.4,,,20260915
55075,D2,109.3,282.2,82.2,,,20260915
55077,D0,20.0,100.0,0.0,,,20260915
55078,D0,20.3,100.6,0.0,,,20260915
55079,D0,13.2,66.2,0.0,,,20260915
55081,D0,23.1,107.8,0.0,,,20260915
55083,D1,50.7,176.7,0.0,,,20260915
55085,D3,183.7,379.6,179.6,,,20260915
55087,D0,19.7,98.4,0.0,,,20260915
55089,None,0.0,0.0,0.0,,,20260915
55091,D2,119.9,299.8,99.8,,,20260915
55093,D3,150.5,338.2,138.2,,,20260915
55095,D2,120.0,300.0,100.0,,,20260915
55097,D1,29.9,124.9,0.0,,,20260915
55099,D3,171.8,364.8,164.8,,,20260915
55101,D0,2.6,13.1,0.0,,,20260915
55103,D0,11.8,58.8,0.0,,,20260915
55105,D0,11.1,55.3,0.0,,,20260915
55107,D3,133.5,316.9,116.9,,,20260915
55109,D2,120.0,300.0,100.0,,,20260915
55111,D0,19.9,99.4,0.0,,,20260915
55113,D3,198.8,398.5,198.5,,,20260915
55115,D0,20.6,101.4,0.0,,,20260915
55117,None,0.0,0.0,0.0,,,20260915
55119,D2,120.0,300.0,100.0,,,20260915
55121,D1,42.8,157.1,0.0,,,20260915
55123,D0,13.2,66.0,0.0,,,20260915
55125,D3,169.5,361.8,161.8,,,20260915
55127,None,0.0,0.0,0.0,,,20260915
55129,D3,185.6,382.0,182.0,,,20260915
55131,None,0.3,1.4,0.0,,,20260915
55133,D0,16.1,80.4,0.0,,,20260915
55135,D0,18.6,93.0,0.0,,,20260915
55137,D1,19.4,84.3,0.0,,,20260915
55139,None,0.3,1.3,0.0,,,20260915
55141,D1,60.0,200.0,0.0,,,20260915
56001,D3,153.7,342.1,142.1,,,20260915
56003,D3,132.6,309.9,109.9,,,20260915
56005,D3,180.2,375.2,175.2,,,20260915
56007,D2,119.0,295.7,95.7,,,20260915
56009,D3,130.1,312.6,112.6,,,20260915
56011,D3,200.0,400.0,200.0,,,20260915
56013,D3,120.6,291.5,91.5,,,20260915
56015,D3,149.9,337.4,137.4,,,20260915
56017,D3,191.3,389.1,189.1,,,20260915
56019,D3,175.2,367.1,167.1,,,20260915
56021,D3,153.8,340.6,140.6,,,20260915
56023,D2,87.2,244.6,44.6,,,20260915
56025,D3,133.1,310.5,110.5,,,20260915
56027,D3,151.4,339.2,139.2,,,20260915
56029,D2,93.0,251.7,51.7,,,20260915
56031,D3,143.6,329.5,129.5,,,20260915
56033,D2,84.5,240.8,40.8,,,20260915
56035,D2,67.9,213.1,13.1,,,20260915
56037,D2,101.9,269.9,69.9,,,20260915
56039,D1,60.2,200.4,0.4,,,20260915
56041,D2,105.4,275.6,75.6,,,20260915
56043,D3,198.3,397.9,197.9,,,20260915
56045,D3,185.4,381.7,181.7,,,20260915
72001,D2,58.5,179.2,27.0,,,20260915
72003,None,0.0,0.0,0.0,,,20260915
72005,None,0.0,0.0,0.0,,,20260915
72007,D3,135.4,319.2,119.2,,,20260915
72009,D3,184.5,380.6,180.6,,,20260915
72011,None,0.0,0.0,0.0,,,20260915
72013,D0,2.1,10.3,0.0,,,20260915
72015,D1,60.0,200.0,0.0,,,20260915
72017,D0,6.0,29.9,0.0,,,20260915
72019,D2,122.2,302.8,102.8,,,20260915
72021,D2,123.3,304.1,104.1,,,20260915
72023,D3,168.7,354.7,160.5,,,20260915
72025,D3,144.4,324.2,124.2,,,20260915
72027,None,0.0,0.0,0.0,,,20260915
72029,D3,200.0,400.0,200.0,,,20260915
72031,D3,200.0,400.0,200.0,,,20260915
72033,D3,138.4,323.0,123.0,,,20260915
72035,D3,142.8,324.8,124.8,,,20260915
72037,D3,198.7,398.4,198.3,,,20260915
72039,D1,22.3,75.2,9.3,,,20260915
72041,D2,118.4,297.3,97.3,,,20260915
72043,D3,198.3,397.9,197.9,,,20260915
72045,D2,120.0,300.0,100.0,,,20260915
72047,D2,82.9,238.2,38.2,,,20260915
72049,D3,200.0,400.0,200.0,,,20260915
72051,D2,119.1,298.5,98.5,,,20260915
72053,D3,168.9,361.1,161.1,,,20260915
72054,None,0.0,0.0,0.0,,,20260915
72055,D3,200.0,400.0,200.0,,,20260915
72057,D2,96.0,260.0,60.0,,,20260915
72059,D3,192.7,390.9,190.9,,,20260915
72061,D3,175.8,369.8,169.8,,,20260915
72063,D3,200.0,400.0,200.0,,,20260915
72065,None,0.0,0.0,0.0,,,20260915
72067,D2,61.5,189.5,24.6,,,20260915
72069,D3,199.0,398.7,198.7,,,20260915
72071,None,0.0,0.0,0.0,,,20260915
72073,D2,71.1,204.2,42.5,,,20260915
72075,D3,196.7,395.9,195.9,,,20260915
72077,D3,200.0,400.0,200.0,,,20260915
72079,D3,200.0,400.0,200.0,,,20260915
72081,D0,3.9,17.9,0.0,,,20260915
72083,None,0.8,4.2,0.0,,,20260915
72085,D3,198.2,397.7,197.7,,,20260915
72087,D3,200.0,400.0,200.0,,,20260915
72089,D2,120.6,300.7,100.7,,,20260915
72091,D0,5.2,26.0,0.0,,,20260915
72093,D1,33.0,129.5,0.4,,,20260915
72095,D1,60.0,200.0,0.0,,,20260915
72097,None,0.3,1.7,0.0,,,20260915
72099,None,0.0,0.0,0.0,,,20260915
72101,D1,31.6,117.0,0.0,,,20260915
72103,D3,198.1,397.7,197.7,,,20260915
72105,D2,120.0,300.0,100.0,,,20260915
72107,D2,109.8,282.8,83.3,,,20260915
72109,D1,60.0,200.0,0.0,,,20260915
72111,D3,196.5,395.7,195.7,,,20260915
72113,D3,188.3,385.2,185.2,,,20260915
72115,None,0.0,0.0,0.0,,,20260915
72117,None,0.0,0.0,0.0,,,20260915
72119,D3,150.2,337.8,137.8,,,20260915
72121,D3,157.9,344.8,144.8,,,20260915
72123,D3,195.5,394.4,194.4,,,20260915
72125,D3,107.2,268.0,81.6,,,20260915
72127,D3,200.0,400.0,200.0,,,20260915
72129,D3,129.0,300.9,100.9,,,20260915
72131,None,0.0,0.0,0.0,,,20260915
72133,D3,200.0,400.0,200.0,,,20260915
72135,D2,113.4,289.0,89.0,,,20260915
72137,D2,120.0,300.0,100.0,,,20260915
72139,D3,200.0,400.0,200.0,,,20260915
72141,D0,8.2,31.6,1.9,,,20260915
72143,D2,68.5,214.2,14.2,,,20260915
72145,D1,28.5,117.3,0.0,,,20260915
72147,D3,200.0,400.0,200.0,,,20260915
72149,D3,181.0,376.2,176.2,,,20260915
72151,D2,82.6,236.6,36.6,,,20260915
72153,D3,165.1,354.1,154.1,,,20260915
